osm_way_id,street_name,road_type,ward_code,ward_name,status
132816964,Tidal Reach,unclassified,W05001062,Pontarddulais,not_started
132817722,Hafan Y Don,residential,W05001045,Dunvant_Killay,not_started
132831047,Maes Yr Efail,residential,W05001045,Dunvant_Killay,not_started
13303728,Bay View Terrace,residential,W05001067,Uplands,not_started
13303904,Victoria Terrace,residential,W05001067,Uplands,not_started
13304339,Nicholl Street,residential,W05001041,Castle,not_started
13305270,Glanmor Crescent,residential,W05001067,Uplands,not_started
13305399,Hawthorne Avenue,residential,W05001067,Uplands,not_started
13305595,Victoria Street,residential,W05001067,Uplands,not_started
13305890,Pinewood Road,residential,W05001067,Uplands,not_started
133148270,Nant Dawel,residential,W05001062,Pontarddulais,not_started
133202245,Pont-y-Shoot,residential,W05001050,Landore,not_started
133203307,New Quarr Road,residential,W05001057,Mynydd-bach,not_started
133204963,Graham Berry Court,residential,W05001059,Penderry,not_started
133205512,Berwyn Place,residential,W05001059,Penderry,not_started
133205918,St Lawrence Court,residential,W05001059,Penderry,not_started
133205919,St Jude's Close,residential,W05001057,Mynydd-bach,not_started
133206152,Tirdeunaw Close,residential,W05001057,Mynydd-bach,not_started
133208001,Heol y Geifr,unclassified,W05001051,Llangyfelach,not_started
133208005,The Close,residential,W05001051,Llangyfelach,not_started
133209434,Dylan's View,residential,W05001067,Uplands,not_started
133210304,Madoc Place,unclassified,W05001041,Castle,not_started
133678105,Llwynmawr Lane,residential,W05001049,Gowerton,not_started
133678107,Lôn y Cob,residential,W05001049,Gowerton,not_started
133679313,Stafford Common,unclassified,W05001053,Llwchwr,not_started
133794025,Hallbank Terrace,residential,W05001056,Mumbles,not_started
133794694,Gowerton Road,unclassified,W05001049,Gowerton,not_started
133794695,Cae Mansel Lane,unclassified,W05001049,Gowerton,not_started
13438239,Nottage Road,residential,W05001056,Mumbles,not_started
13438439,Saint Peter's Road,residential,W05001056,Mumbles,not_started
13439922,Oakland Road,residential,W05001056,Mumbles,not_started
13443699,Oxford Street,unclassified,W05001041,Castle,not_started
13443908,Beach Street,residential,W05001041,Castle,not_started
1346925642,Smiths Drive,residential,W05001040,Bon-y-maen,not_started
135481702,Fabian Way,trunk,W05001065,StThomas,not_started
135481704,Kingsway,unclassified,W05001043,Cockett,not_started
135481707,White City Road,unclassified,W05001043,Cockett,not_started
135648751,Gower Road,primary,W05001045,Dunvant_Killay,not_started
1359707867,Wern Fawr Road,residential,W05001065,StThomas,not_started
136229570,Sketty Park Road,primary,W05001064,Sketty,not_started
136229641,Dillwyn Road,primary,W05001064,Sketty,not_started
13629811,Redwood Road,residential,W05001056,Mumbles,not_started
13629889,Maytree Avenue,residential,W05001056,Mumbles,not_started
13629915,Green Bank Road,residential,W05001056,Mumbles,not_started
13629968,Birchfield Road,residential,W05001056,Mumbles,not_started
13632858,Western Street,residential,W05001041,Castle,not_started
13632910,Little Gam Street,residential,W05001041,Castle,not_started
13634861,Victoria Avenue,residential,W05001041,Castle,not_started
13635017,Vincent Street,residential,W05001041,Castle,not_started
13635162,Burrows Road,pedestrian,W05001041,Castle,not_started
13635180,Richardson Road,residential,W05001041,Castle,not_started
13636361,Somerset Place,residential,W05001068,Waterfront,not_started
13636619,Cambrian Place,residential,W05001068,Waterfront,not_started
13636654,Adelaide Street,unclassified,W05001068,Waterfront,not_started
13637284,Delhi Street,residential,W05001065,StThomas,not_started
13637603,Cambridge Street,residential,W05001067,Uplands,not_started
1364459858,Skylark Drive,residential,W05001060,Penllergaer,not_started
1364459859,Fern Drive,residential,W05001060,Penllergaer,not_started
1364459860,Thistle Street,residential,W05001060,Penllergaer,not_started
1364459863,Golygfa Llysninni,residential,W05001060,Penllergaer,not_started
136489658,Emily Court,residential,W05001068,Waterfront,not_started
1365352993,Cwm Level Road,tertiary,W05001050,Landore,not_started
1370730230,Gwernllwynchwyth Road,residential,W05001052,Llansamlet,not_started
13712614,Gwerneinon Road,residential,W05001064,Sketty,not_started
13712628,High View Gardens,residential,W05001064,Sketty,not_started
13712691,Royal Oak Road,residential,W05001064,Sketty,not_started
13712868,Warwick Road,residential,W05001064,Sketty,not_started
13713150,Roman Bridge Close,residential,W05001056,Mumbles,not_started
13713230,Roman Court,residential,W05001056,Mumbles,not_started
13714176,Gloucester Place,residential,W05001068,Waterfront,not_started
13714251,East Burrows Road,unclassified,W05001068,Waterfront,not_started
13714287,Burrows Place,unclassified,W05001068,Waterfront,not_started
137491583,College Street,secondary,W05001041,Castle,not_started
137491592,Singleton Street,unclassified,W05001041,Castle,not_started
1375378190,Station Road,residential,W05001052,Llansamlet,not_started
137611774,Lôn Teify,residential,W05001043,Cockett,not_started
137611785,Victoria Road,primary,W05001041,Castle,not_started
137611787,Y Cyswllt,residential,W05001063,Pontlliw_Tircoed,not_started
13763475,Caer Street,tertiary,W05001041,Castle,not_started
13763689,Princess Way,tertiary,W05001041,Castle,not_started
1377619067,Llannant Road,unclassified,W05001047,Gorseinon_Penyrheol,not_started
137929573,Baldwin's Crescent,unclassified,W05001068,Waterfront,not_started
1383287181,Nantyffin Road South,unclassified,W05001040,Bon-y-maen,not_started
13840199,Llys Le Breos,residential,W05001056,Mumbles,not_started
13847193,Southerndown Avenue,residential,W05001056,Mumbles,not_started
13847228,Birkdale Close,residential,W05001056,Mumbles,not_started
13850989,Dunvant Place,unclassified,W05001068,Waterfront,not_started
13851048,Dunvant Place,unclassified,W05001041,Castle,not_started
13851148,Bathurst Street,residential,W05001068,Waterfront,not_started
13851237,Trawler Road,residential,W05001068,Waterfront,not_started
13860628,Wern Terrace,tertiary,W05001065,StThomas,not_started
13860680,Bath Lane,unclassified,W05001068,Waterfront,not_started
13860685,Ferry Side,unclassified,W05001068,Waterfront,not_started
139239933,Swansea Road,primary,W05001060,Penllergaer,not_started
139240133,Pontarddulais Road,primary,W05001053,Llwchwr,not_started
139240813,New Orchard Street,primary,W05001041,Castle,not_started
139240814,Dyfatty Street,primary,W05001041,Castle,not_started
14027793,Walters Crescent,residential,W05001056,Mumbles,not_started
14029381,Paxton Drive,residential,W05001068,Waterfront,not_started
14029429,Victoria Quay,residential,W05001068,Waterfront,not_started
1409615404,Coed Celyn Road,residential,W05001064,Sketty,not_started
1414157192,Nantyffin Road,primary,W05001052,Llansamlet,not_started
1414312017,Frederick Place,residential,W05001052,Llansamlet,not_started
1417579946,Amy Dillwyn Close,residential,W05001056,Mumbles,not_started
1420821152,Oaktree Close,residential,W05001056,Mumbles,not_started
1420821156,Buttercup Court,residential,W05001056,Mumbles,not_started
1422502655,Waun Road,unclassified,W05001053,Llwchwr,not_started
14294903,Ashleigh Road,residential,W05001064,Sketty,not_started
14294958,Ashleigh Close,residential,W05001064,Sketty,not_started
14295058,Mayals Green,unclassified,W05001056,Mumbles,not_started
14295091,Westward Close,unclassified,W05001056,Mumbles,not_started
14295186,Whitestone Close,residential,W05001056,Mumbles,not_started
14295320,Green Close,residential,W05001056,Mumbles,not_started
14296864,Grange Road,residential,W05001056,Mumbles,not_started
14296954,Grange Crescent,residential,W05001056,Mumbles,not_started
14296983,Brookvale Road,residential,W05001056,Mumbles,not_started
14297041,Cartersford Place,residential,W05001056,Mumbles,not_started
14297179,Sycamore Road,residential,W05001056,Mumbles,not_started
14297804,Baywood Avenue,residential,W05001056,Mumbles,not_started
14297828,Heathwood Road,residential,W05001056,Mumbles,not_started
14298297,Woodville Road,residential,W05001056,Mumbles,not_started
14298372,King's Road,residential,W05001056,Mumbles,not_started
14298466,Chapel Street,residential,W05001056,Mumbles,not_started
14298480,Church Park Lane,unclassified,W05001056,Mumbles,not_started
14298493,Upper Church Park,residential,W05001056,Mumbles,not_started
14298689,Bethany Lane,residential,W05001056,Mumbles,not_started
14298723,Palmyra Court,residential,W05001056,Mumbles,not_started
14299298,Overland Close,residential,W05001056,Mumbles,not_started
14358844,William Street,residential,W05001056,Mumbles,not_started
14358855,John Street,residential,W05001056,Mumbles,not_started
14358913,Westbourne Place,residential,W05001056,Mumbles,not_started
14358948,Church Park,residential,W05001056,Mumbles,not_started
14359122,Myrtle Terrace,residential,W05001056,Mumbles,not_started
14359138,Park Avenue,residential,W05001056,Mumbles,not_started
14359264,Tichbourne Street,residential,W05001056,Mumbles,not_started
14359296,Western Close,residential,W05001056,Mumbles,not_started
14359309,Heatherslade Close,residential,W05001056,Mumbles,not_started
14359380,Beaufort Avenue,residential,W05001056,Mumbles,not_started
14359544,Brynfield Road,residential,W05001056,Mumbles,not_started
14359560,Langland Court Road,residential,W05001056,Mumbles,not_started
14359575,Whiteshell Drive,residential,W05001056,Mumbles,not_started
14359631,Mary Twill Lane,residential,W05001056,Mumbles,not_started
14359993,Duke Street,residential,W05001067,Uplands,not_started
14359993,Duke Street,residential,W05001041,Castle,not_started
14359996,Russell Street,residential,W05001041,Castle,not_started
14360058,Henrietta Street,residential,W05001041,Castle,not_started
14360058,Henrietta Street,residential,W05001067,Uplands,not_started
14360093,George Street,residential,W05001041,Castle,not_started
14360316,Pleasant Street,residential,W05001041,Castle,not_started
14360505,Wyndham Street,residential,W05001041,Castle,not_started
1436416397,Kittle Hill Lane,tertiary,W05001061,Pennard,not_started
1460864516,Francis Street,residential,W05001067,Uplands,not_started
14609703,Overland Court,residential,W05001056,Mumbles,not_started
1467844625,Hanover Street,residential,W05001041,Castle,not_started
1467844625,Hanover Street,residential,W05001067,Uplands,not_started
1483708227,Elphin Road,residential,W05001066,Townhill,not_started
14887966,Bryn Newydd Gardens,residential,W05001064,Sketty,not_started
14888181,Rhyd yr Helyg,residential,W05001064,Sketty,not_started
14888250,The Ridge,residential,W05001064,Sketty,not_started
14888284,King George Court,residential,W05001064,Sketty,not_started
14888323,Ridge Acre,residential,W05001064,Sketty,not_started
14888357,Meadow Rise,residential,W05001064,Sketty,not_started
14888620,Glynderwen Crescent,residential,W05001064,Sketty,not_started
14888636,Emmanuel Gardens,residential,W05001064,Sketty,not_started
14888662,Glynderwen Close,residential,W05001064,Sketty,not_started
14888870,Cherry Grove,residential,W05001064,Sketty,not_started
14888931,Mill Gardens,unclassified,W05001056,Mumbles,not_started
1489202228,Weavers' Place,residential,W05001068,Waterfront,not_started
1489447250,Hospital Road,tertiary,W05001053,Llwchwr,not_started
1492739580,Sylvan Way,residential,W05001064,Sketty,not_started
1493448563,Clos Tir-Helyg,residential,W05001060,Penllergaer,not_started
15091114,Saunders Way,residential,W05001064,Sketty,not_started
15091131,Valley View,residential,W05001064,Sketty,not_started
15091162,Hendy Close,residential,W05001064,Sketty,not_started
15091185,St. Andrew's Close,residential,W05001056,Mumbles,not_started
15219108,Spring Terrace,residential,W05001041,Castle,not_started
15219111,Gethin Street,unclassified,W05001041,Castle,not_started
15219120,Madoc Street,residential,W05001041,Castle,not_started
15219201,Ilston Way,residential,W05001056,Mumbles,not_started
15219230,Lilliput Lane,residential,W05001056,Mumbles,not_started
15219269,Ambleside Place,residential,W05001056,Mumbles,not_started
15219272,Sweet Briar Lane,residential,W05001056,Mumbles,not_started
15219274,Kenilworth Place,residential,W05001056,Mumbles,not_started
15219301,The Glade,unclassified,W05001056,Mumbles,not_started
15219316,Long Acre Gardens,unclassified,W05001056,Mumbles,not_started
15219584,Acacia Road,residential,W05001056,Mumbles,not_started
15238951,Bryn-y-mor Road,tertiary,W05001041,Castle,not_started
15238951,Bryn-y-mor Road,tertiary,W05001067,Uplands,not_started
15243818,Bay View Crescent,residential,W05001067,Uplands,not_started
15243952,Oxford Street,residential,W05001067,Uplands,not_started
15243960,Richardson Street,residential,W05001041,Castle,not_started
152899517,Cedar Court,residential,W05001052,Llansamlet,not_started
153045851,Heol y Celyn,residential,W05001052,Llansamlet,not_started
15399346,Osbourne Terrace,residential,W05001067,Uplands,not_started
15401816,Stanley Street,residential,W05001056,Mumbles,not_started
15401881,Victoria Avenue,residential,W05001056,Mumbles,not_started
15402761,Cornwall Place,residential,W05001056,Mumbles,not_started
15403392,Village Lane,residential,W05001056,Mumbles,not_started
15403819,Cambridge Road,residential,W05001056,Mumbles,not_started
15403953,Worcester Road,residential,W05001056,Mumbles,not_started
15403990,Hill Crest,residential,W05001056,Mumbles,not_started
15404047,Worcester Drive,residential,W05001056,Mumbles,not_started
15404067,Lambswell Close,residential,W05001056,Mumbles,not_started
15404084,Brandy Cove Close,residential,W05001056,Mumbles,not_started
15513221,Cambridge Close,residential,W05001056,Mumbles,not_started
15513448,Amberley Drive,residential,W05001056,Mumbles,not_started
15513469,Wychwood Close,residential,W05001056,Mumbles,not_started
15513527,Cambridge Gardens,unclassified,W05001056,Mumbles,not_started
15513626,Devon Place,residential,W05001056,Mumbles,not_started
15513981,Woodburn Drive,residential,W05001056,Mumbles,not_started
15514901,Heol Yr Eryr,residential,W05001055,Morriston,not_started
15516091,Bryn Terrace,residential,W05001056,Mumbles,not_started
15522127,Bellevue Road,residential,W05001056,Mumbles,not_started
15522373,Dolgoy Close,residential,W05001056,Mumbles,not_started
15522618,The Paddock,residential,W05001056,Mumbles,not_started
15522647,Huntington Close,residential,W05001056,Mumbles,not_started
15522742,Gulliver's Close,residential,W05001056,Mumbles,not_started
15522940,Huntingdon Close,residential,W05001056,Mumbles,not_started
15588984,Eaton Crescent,residential,W05001067,Uplands,not_started
15589073,Bonville Terrace,residential,W05001067,Uplands,not_started
15597665,Llythrid Avenue,residential,W05001067,Uplands,not_started
15598388,Windsor Street,residential,W05001067,Uplands,not_started
156498527,Woodlands,residential,W05001049,Gowerton,not_started
156678099,West Street,secondary,W05001047,Gorseinon_Penyrheol,not_started
156678102,Park Road,residential,W05001047,Gorseinon_Penyrheol,not_started
157175206,Graig Road,residential,W05001055,Morriston,not_started
157265658,Heron Way,unclassified,W05001052,Llansamlet,not_started
157272179,Clarion Close,unclassified,W05001052,Llansamlet,not_started
157272240,Fendrod Way,tertiary,W05001052,Llansamlet,not_started
15804667,Eastland Close,residential,W05001056,Mumbles,not_started
15804672,Larkspur Drive,residential,W05001056,Mumbles,not_started
15804676,Service Road,residential,W05001056,Mumbles,not_started
15804681,Bettsland,residential,W05001056,Mumbles,not_started
15804682,Lilac Close,residential,W05001056,Mumbles,not_started
15805376,Kings Lane,pedestrian,W05001041,Castle,not_started
15805389,Temple Street,pedestrian,W05001041,Castle,not_started
15805405,Whitewalls,pedestrian,W05001041,Castle,not_started
15807214,Craddock Street,residential,W05001041,Castle,not_started
15807223,Plymouth Street,unclassified,W05001041,Castle,not_started
15807226,Upper Union Street,pedestrian,W05001041,Castle,not_started
15807231,Nelson Street,unclassified,W05001041,Castle,not_started
158732035,Mount Pleasant,tertiary,W05001041,Castle,not_started
15899808,Wollacott Mews,residential,W05001056,Mumbles,not_started
15899895,Briarwood Gardens,residential,W05001056,Mumbles,not_started
15900916,Walnut Close,residential,W05001056,Mumbles,not_started
15904838,Caswell Street,residential,W05001067,Uplands,not_started
15905200,The Cloisters,unclassified,W05001067,Uplands,not_started
159197953,Phoebe Road,residential,W05001040,Bon-y-maen,not_started
159197960,Tonnant Road,residential,W05001040,Bon-y-maen,not_started
159197977,Temeraire Court,residential,W05001040,Bon-y-maen,not_started
159215086,Bridge Road,unclassified,W05001069,Waunarlwydd,not_started
159215089,Mill Street,secondary,W05001049,Gowerton,not_started
159215092,Roseland Road,residential,W05001069,Waunarlwydd,not_started
159215106,Victoria Road,secondary,W05001049,Gowerton,not_started
159215112,Ystrad Road,tertiary,W05001069,Waunarlwydd,not_started
160119611,Clase Road,primary,W05001052,Llansamlet,not_started
160119663,Y Deri,residential,W05001064,Sketty,not_started
160119664,Lloyd Thomas Court,residential,W05001043,Cockett,not_started
160839153,Heol y Ddraig,unclassified,W05001051,Llangyfelach,not_started
16085955,Easterfield Drive,residential,W05001061,Pennard,not_started
16086030,Anderson Lane,residential,W05001061,Pennard,not_started
16086069,Meadow Croft,residential,W05001061,Pennard,not_started
16086129,Bendrick Drive,residential,W05001061,Pennard,not_started
16086197,The Drive,residential,W05001061,Pennard,not_started
162480878,Brynymor Road,tertiary,W05001049,Gowerton,not_started
162618988,Clos Morgan Owen,residential,W05001049,Gowerton,not_started
16277951,Westland Avenue,residential,W05001056,Mumbles,not_started
16277979,Eastmoor Park Crescent,residential,W05001056,Mumbles,not_started
16278031,Hawkstone Close,residential,W05001056,Mumbles,not_started
16278034,Huntsman's Cove,residential,W05001056,Mumbles,not_started
16278072,Rushwind Mews,residential,W05001056,Mumbles,not_started
16278097,Ravens Walk,residential,W05001056,Mumbles,not_started
16278114,Druslyn Road,residential,W05001056,Mumbles,not_started
16281939,Silver Close,residential,W05001056,Mumbles,not_started
16281955,Golden Close,residential,W05001056,Mumbles,not_started
16282081,Lundy Drive,residential,W05001056,Mumbles,not_started
16288389,Sunnybank Close,residential,W05001056,Mumbles,not_started
16288553,Ffordd Draenen Ddu,residential,W05001056,Mumbles,not_started
16288687,Heol y Garreg Wen,residential,W05001056,Mumbles,not_started
16288918,Highmead Close,residential,W05001056,Mumbles,not_started
16288925,Crestacre Close,residential,W05001056,Mumbles,not_started
16288934,Moorland Avenue,residential,W05001056,Mumbles,not_started
16355922,Northway,secondary,W05001039,Bishopston,not_started
16356001,Pennard Road,secondary,W05001039,Bishopston,not_started
16356030,Vennaway Lane,secondary,W05001061,Pennard,not_started
16356077,Southgate Road,tertiary,W05001061,Pennard,not_started
164853881,Culfor Road,tertiary,W05001053,Llwchwr,not_started
164854195,Cae Castell,residential,W05001053,Llwchwr,not_started
165777638,Woodlands Avenue,residential,W05001042,Clydach,not_started
165830328,Gorwydd Road,secondary,W05001049,Gowerton,not_started
169043175,Haulwen Road,residential,W05001043,Cockett,not_started
169043176,Pen Y Cwm,residential,W05001043,Cockett,not_started
169502394,South Gower Road,primary,W05001061,Pennard,not_started
170091749,Quarry Road,residential,W05001057,Mynydd-bach,not_started
170091749,Quarry Road,residential,W05001050,Landore,not_started
170091751,Trewyddfa Road,residential,W05001050,Landore,not_started
170091751,Trewyddfa Road,residential,W05001057,Mynydd-bach,not_started
170629276,Graig Road,residential,W05001057,Mynydd-bach,not_started
17342746,Miers Street,residential,W05001065,StThomas,not_started
17342783,Mackworth Terrace,residential,W05001065,StThomas,not_started
17342876,Benthall Place,residential,W05001065,StThomas,not_started
17343128,Vicarage Terrace,residential,W05001065,StThomas,not_started
17343352,Maesteg Street,residential,W05001065,StThomas,not_started
17343481,Beaumont Crescent,residential,W05001065,StThomas,not_started
17343637,St. Elmo Avenue,residential,W05001065,StThomas,not_started
17343709,Granville Road,residential,W05001065,StThomas,not_started
17343940,Kinley Street,residential,W05001065,StThomas,not_started
17353723,Portland Street,pedestrian,W05001041,Castle,not_started
17353784,Park Street,unclassified,W05001041,Castle,not_started
17364035,Bellevue Way,secondary,W05001041,Castle,not_started
17364945,Edgeware Road,residential,W05001067,Uplands,not_started
17365356,Hazel Road,residential,W05001067,Uplands,not_started
17365486,Masefield Way,residential,W05001067,Uplands,not_started
17365486,Masefield Way,residential,W05001064,Sketty,not_started
17365773,Parklands View,residential,W05001064,Sketty,not_started
17365908,Gabalfa Road,residential,W05001064,Sketty,not_started
17366015,The Link,residential,W05001064,Sketty,not_started
176169876,Hill View Crescent,residential,W05001057,Mynydd-bach,not_started
176169882,Llangyfelach Road,secondary,W05001057,Mynydd-bach,not_started
176169884,Pinewood Close,residential,W05001057,Mynydd-bach,not_started
176172865,Beacons View Road,residential,W05001057,Mynydd-bach,not_started
176488080,Caemawr Road,tertiary,W05001057,Mynydd-bach,not_started
185079857,Beaufort Road,unclassified,W05001050,Landore,not_started
185171127,Cwm Arian,residential,W05001055,Morriston,not_started
185171128,Heol Gwernen,residential,W05001055,Morriston,not_started
185171133,Neath Road,secondary,W05001055,Morriston,not_started
189643612,Sandy Lane,residential,W05001061,Pennard,not_started
19259439,Sunnybank Court,residential,W05001056,Mumbles,not_started
193497887,Ddol Road,residential,W05001045,Dunvant_Killay,not_started
194817304,Clasemont Road,primary,W05001051,Llangyfelach,not_started
194817316,Rhydypandy Road,unclassified,W05001055,Morriston,not_started
19532368,Clarence Terrace,residential,W05001041,Castle,not_started
19781211,Castle Acre,residential,W05001056,Mumbles,not_started
19781216,Druids Close,residential,W05001056,Mumbles,not_started
19781247,Gower Place,residential,W05001056,Mumbles,not_started
19785524,Pencoed,residential,W05001045,Dunvant_Killay,not_started
19785611,Broadmead,tertiary,W05001045,Dunvant_Killay,not_started
19869689,Paxton Street,residential,W05001041,Castle,not_started
19869695,Recorder Street,residential,W05001041,Castle,not_started
19869702,Bathurst Street,residential,W05001041,Castle,not_started
20136240,Kittle Green,unclassified,W05001061,Pennard,not_started
20139151,Cae Mansel Road,unclassified,W05001049,Gowerton,not_started
20340937,Upton Terrace,residential,W05001065,StThomas,not_started
20341272,Osterley Street,residential,W05001065,StThomas,not_started
20444212,Linkside Drive,residential,W05001061,Pennard,not_started
20444335,Pennard Drive,residential,W05001061,Pennard,not_started
20444434,Three Cliffs Drive,residential,W05001061,Pennard,not_started
20444605,Norton Lane,bridleway,W05001061,Pennard,not_started
20662794,Middleton Street,residential,W05001065,StThomas,not_started
20886419,Rhodfa'r Wennol,residential,W05001055,Morriston,not_started
20886430,Heol Y Drudwen,residential,W05001055,Morriston,not_started
20886444,Llwyn Yr Hebog,residential,W05001055,Morriston,not_started
20886450,Llwyn Y Golomen,residential,W05001055,Morriston,not_started
20886457,Llwyn Y Gog,residential,W05001055,Morriston,not_started
20886465,Heol Penfelyn,residential,W05001055,Morriston,not_started
20886477,Heol Yr Wylan,residential,W05001055,Morriston,not_started
20886480,Llwyn Y Bioden,residential,W05001055,Morriston,not_started
20886493,Llwyn Carw,residential,W05001055,Morriston,not_started
20886499,Lon Draenog,residential,W05001055,Morriston,not_started
20886507,Llwyn Afanc,residential,W05001055,Morriston,not_started
20886516,Clos Cadno,residential,W05001055,Morriston,not_started
20886520,Cwrt Hydd,residential,W05001055,Morriston,not_started
20886527,Heol Cadnawes,residential,W05001055,Morriston,not_started
20886533,Cwrt Llwynog,residential,W05001055,Morriston,not_started
20886554,Clos Ebol,residential,W05001055,Morriston,not_started
20886563,Lon Penfro,residential,W05001055,Morriston,not_started
20886589,Clos Rhymni,residential,W05001055,Morriston,not_started
20886602,Clos Crucywel,residential,W05001055,Morriston,not_started
20886608,Cwrt Yr Aeron,residential,W05001055,Morriston,not_started
20886615,Clos Y Bont Faen,residential,W05001055,Morriston,not_started
20886664,Llwyn Yr Iar,residential,W05001055,Morriston,not_started
20887265,Harbour View Road,residential,W05001065,StThomas,not_started
20887282,Lee Street,residential,W05001065,StThomas,not_started
20887284,Margaret Street,residential,W05001065,StThomas,not_started
20894397,Le Breos Avenue,residential,W05001067,Uplands,not_started
21000944,Norton Drive,residential,W05001061,Pennard,not_started
21130691,Quarr Drive,tertiary,W05001042,Clydach,not_started
21137912,Sybil Street,residential,W05001042,Clydach,not_started
21137913,Heol-y-nant,residential,W05001042,Clydach,not_started
21137914,Twyn-y-bedw,residential,W05001042,Clydach,not_started
21137916,Factory Road,residential,W05001042,Clydach,not_started
21137918,Park Road,tertiary,W05001055,Morriston,not_started
21137919,Plas Cadwgan Road,residential,W05001055,Morriston,not_started
21137921,Wheatsheaf Drive,residential,W05001055,Morriston,not_started
21140985,Maes-y-Gwernen Drive,residential,W05001055,Morriston,not_started
21312062,Limeslade Drive,residential,W05001056,Mumbles,not_started
21312259,Sealands Drive,residential,W05001056,Mumbles,not_started
21312378,Bridle Mews,residential,W05001056,Mumbles,not_started
21320414,Westcliff,residential,W05001056,Mumbles,not_started
21320478,Sarlou Close,residential,W05001056,Mumbles,not_started
21320771,William Gammon Drive,residential,W05001056,Mumbles,not_started
21320954,Old Plunch Lane,unclassified,W05001056,Mumbles,not_started
21321293,Libby Way,residential,W05001056,Mumbles,not_started
21321363,Three Ships Court,residential,W05001056,Mumbles,not_started
21321563,Nicholl Court,residential,W05001056,Mumbles,not_started
21321778,Cleveland Avenue,residential,W05001056,Mumbles,not_started
21339452,George Bank,residential,W05001056,Mumbles,not_started
21339467,Clifton Terrace,residential,W05001056,Mumbles,not_started
21553911,Orchard Street,tertiary,W05001041,Castle,not_started
21555270,Park Road,residential,W05001061,Pennard,not_started
21555307,Burrows Close,residential,W05001061,Pennard,not_started
21555344,Browns Drive,residential,W05001061,Pennard,not_started
216537136,Clyne Court,residential,W05001064,Sketty,not_started
220167624,Pottery Street,residential,W05001050,Landore,not_started
220167627,Haynes Court,residential,W05001050,Landore,not_started
222696931,Caecerrig Road,unclassified,W05001062,Pontarddulais,not_started
222696932,Ty'n-y-Bonau Road,primary,W05001062,Pontarddulais,not_started
222696934,St Michael's Avenue,residential,W05001062,Pontarddulais,not_started
22338267,Gelli Street,residential,W05001065,StThomas,not_started
22338288,Grafog Street,residential,W05001065,StThomas,not_started
22338294,Jersey Terrace,residential,W05001065,StThomas,not_started
223440601,Parc Penderi,residential,W05001060,Penllergaer,not_started
223440602,Holly Oak Road,residential,W05001060,Penllergaer,not_started
223440604,Heol Iorwg,residential,W05001060,Penllergaer,not_started
223440605,Ffordd Y Meillion,residential,W05001060,Penllergaer,not_started
223440607,Cherry Crescent,residential,W05001060,Penllergaer,not_started
223440608,Elm Tree Road,residential,W05001060,Penllergaer,not_started
22416288,Heol Glannant,residential,W05001055,Morriston,not_started
22416296,Butterslade Grove,residential,W05001055,Morriston,not_started
22416303,Heol Pennant,residential,W05001055,Morriston,not_started
22416325,Garth View,residential,W05001055,Morriston,not_started
22416347,Ian's Walk,residential,W05001055,Morriston,not_started
22416355,Elizabeth Close,residential,W05001055,Morriston,not_started
22416371,Denbigh Crescent,residential,W05001055,Morriston,not_started
22416386,Radnor Drive,residential,W05001055,Morriston,not_started
22416409,Heol Treffynnon,residential,W05001055,Morriston,not_started
22416441,Monmouth Place,residential,W05001055,Morriston,not_started
22416446,Senny Place,residential,W05001055,Morriston,not_started
22416461,Cwrt Merlyn,residential,W05001055,Morriston,not_started
22416476,Christopher Road,residential,W05001055,Morriston,not_started
22416482,Harebell Close,residential,W05001055,Morriston,not_started
22416505,Usk Place,residential,W05001055,Morriston,not_started
22416518,Plas Gwernfadog Drive,residential,W05001055,Morriston,not_started
22530236,Heol Caerllion,residential,W05001055,Morriston,not_started
225561227,Golwg y Llanw,residential,W05001062,Pontarddulais,not_started
22564929,Rhyddings Park Road,residential,W05001067,Uplands,not_started
22598862,Dan Y Graig Road,residential,W05001065,StThomas,not_started
22598863,Pentre-dwr Road,unclassified,W05001040,Bon-y-maen,not_started
22649994,Reginald Street,residential,W05001065,StThomas,not_started
22650036,Gwydr Square,residential,W05001067,Uplands,not_started
22650072,Penlan Crescent,residential,W05001067,Uplands,not_started
22650073,Cwmdonkin Drive,residential,W05001067,Uplands,not_started
22650080,Hillside Crescent,residential,W05001067,Uplands,not_started
22650084,Coults Hill,residential,W05001067,Uplands,not_started
22650087,Ffynone Road,residential,W05001067,Uplands,not_started
22650093,St. James's Gardens,residential,W05001067,Uplands,not_started
22650112,Richmond Road,residential,W05001067,Uplands,not_started
22650121,Cwmdonkin Terrace,residential,W05001067,Uplands,not_started
22650146,Humphrey Street,residential,W05001067,Uplands,not_started
22650788,Calvert Terrace,residential,W05001041,Castle,not_started
22650815,Oaklands Terrace,residential,W05001041,Castle,not_started
22650815,Oaklands Terrace,residential,W05001067,Uplands,not_started
22650816,Woodlands Terrace,residential,W05001067,Uplands,not_started
22650820,Carlton Terrace,residential,W05001041,Castle,not_started
22652380,Penmaen Terrace,residential,W05001041,Castle,not_started
22652380,Penmaen Terrace,residential,W05001067,Uplands,not_started
22652386,Brooklands Terrace,residential,W05001067,Uplands,not_started
22652390,Rosehill Terrace,residential,W05001067,Uplands,not_started
22652390,Rosehill Terrace,residential,W05001041,Castle,not_started
22652394,Montpelier Terrace,residential,W05001041,Castle,not_started
